CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;Distrito;OSS;COMPETÊNCIA;INDICADOR;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
2789256;AMA UBS VILA SONIA;CENTRO DE SAUDE/UNIDADE BASICA;2269856;EAP 3 VERMELHA VILA SONIA;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;4;2;3;2;0;1;2;0;2;0;3;247;4;61,75
2789159;UBS FATIMA DE JESUS VIANA ROSA;CENTRO DE SAUDE/UNIDADE BASICA;363871;EQUIPE 1 PRETA;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;14;9;12;8;12;10;3;1;4;3;17;851;17;50,06
9794751;UBS JARDIM LUCELIA SANDRA AP BARBOSA CORREIA LIMA;CENTRO DE SAUDE/UNIDADE BASICA;1687654;LUCELIA VI;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;33;16;20;15;28;19;7;9;10;6;31;1779;36;49,42
2787997;UBS JORDANOPOLIS;CENTRO DE SAUDE/UNIDADE BASICA;360368;JORDANOPOLIS 01;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;20;14;15;14;18;16;11;1;9;7;15;1280;23;55,65
2788268;UBS PARQUE ARARIBA;CENTRO DE SAUDE/UNIDADE BASICA;361216;ARARIBA - DOURADO;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Agosto;Gestantes e puérperas;5;0;0;0;0;2;2;0;0;0;4;122;5;24,4
2788608;UBS SANTA INES;CENTRO DE SAUDE/UNIDADE BASICA;362549;AMARILES V;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;18;8;10;10;9;13;5;5;4;3;13;900;25;36
2057891;UBS PARQUE SAO LUCAS;CENTRO DE SAUDE/UNIDADE BASICA;354937;4284 - EQUIPE 4;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;10;8;11;6;10;7;5;2;3;2;13;703;13;54,08
7302541;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;CENTRO DE SAUDE/UNIDADE BASICA;2269406;EAP 3 VERDE JD EDITE;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;2;0;1;0;2;0;1;0;1;0;2;101;2;50,5
2091720;UBS JARDIM FONTALIS;CENTRO DE SAUDE/UNIDADE BASICA;2267225;EAPFONTALIS01;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;5;3;3;1;0;4;3;0;0;0;4;302;5;60,4
2027666;UBS CHORA MENINO;CENTRO DE SAUDE/UNIDADE BASICA;2266377;EAPCHORA01;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6380417;UBS JARDIM VALQUIRIA;CENTRO DE SAUDE/UNIDADE BASICA;369195;VALQUIRIA 6 - VERDE ESCURO;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;30;19;20;19;29;19;10;9;10;7;28;1830;34;53,82
2787253;AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F;CENTRO DE SAUDE/UNIDADE BASICA;2265044;EAP - CASTRO ALVES 2;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;1;0;0;0;0;0;0;0;0;0;0;28;1;28
2787253;AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F;CENTRO DE SAUDE/UNIDADE BASICA;2265052;EAP - CASTRO ALVES 3;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788004;UBS JOSE MARCILIO MALTA CARDOSO;CENTRO DE SAUDE/UNIDADE BASICA;360376;ESF 2 ROSA MALTA CARDOSO;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;26;14;16;4;15;16;11;1;4;4;21;1214;28;43,36
2788268;UBS PARQUE ARARIBA;CENTRO DE SAUDE/UNIDADE BASICA;361224;ARARIBA - PRATA;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Agosto;Gestantes e puérperas;21;6;8;3;6;13;4;0;4;0;19;777;24;32,38
2789272;UBS VILA ZATT;CENTRO DE SAUDE/UNIDADE BASICA;2184079;ESF 01 ANDORINHA;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;34;17;22;1;30;18;16;2;10;5;27;1672;40;41,8
2027526;UBS JARDIM NELIA;CENTRO DE SAUDE/UNIDADE BASICA;1665898;EQUIPE 07 - PINK;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;14;7;8;8;10;12;7;3;5;3;13;824;17;48,47
2787202;UBS JARDIM AURORA;CENTRO DE SAUDE/UNIDADE BASICA;2261928;AMARELO;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2027046;UBS JARDIM PARAGUACU DR GONCALO FELICIANO ALVES;CENTRO DE SAUDE/UNIDADE BASICA;2281538;ESF 1- VERMELHA;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;18;5;6;6;14;9;7;4;2;2;11;774;20;38,7
4050053;UBS CHACARA SANTANA;CENTRO DE SAUDE/UNIDADE BASICA;366919;CHACARA SANTANA 1;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;9;5;6;5;4;5;1;0;3;3;4;414;11;37,64
7357761;UBS JARDIM NOVO PANTANAL OTACILIO MADEIRA;CENTRO DE SAUDE/UNIDADE BASICA;1524151;NOVO PANTANAL 05;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;25;11;11;10;18;14;3;0;6;1;7;979;29;33,76
2788934;UBS VILA GUACURI CICERO SERGIO CAVALCANTE;CENTRO DE SAUDE/UNIDADE BASICA;363405;GUACURI 4;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;14;12;11;11;16;10;5;1;6;4;9;905;19;47,63
2787253;AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F;CENTRO DE SAUDE/UNIDADE BASICA;358061;JD CASTRO ALVES II;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;19;9;10;8;8;12;6;2;1;2;14;838;21;39,9
2788616;UBS SANTA LUCIA;CENTRO DE SAUDE/UNIDADE BASICA;362557;STA LUCIA 5;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;28;11;11;11;16;14;17;8;5;2;17;1288;29;44,41
3002543;UBS JARDIM PARANAPANEMA;CENTRO DE SAUDE/UNIDADE BASICA;364738;J PARANAPANEMA 3;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;33;15;16;12;21;9;21;7;9;5;33;1662;36;46,17
2787679;AMA UBS JARDIM PAULISTANO;CENTRO DE SAUDE/UNIDADE BASICA;359394;EQUIPE 6 ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;30;11;14;9;23;19;12;5;5;5;22;1425;36;39,58
2057891;UBS PARQUE SAO LUCAS;CENTRO DE SAUDE/UNIDADE BASICA;354945;4281 - EQUIPE 1;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;14;7;7;6;11;8;10;2;5;3;13;788;15;52,53
5662699;UBS VILA MARIANA DIOGO NOMURA;CENTRO DE SAUDE/UNIDADE BASICA;2479338;EAPVM 1;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2027631;UBS JOAQUIM ANTONIO EIRADO;CENTRO DE SAUDE/UNIDADE BASICA;2266369;EAPJAE01;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787253;AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F;CENTRO DE SAUDE/UNIDADE BASICA;2265036;EAP - CASTRO ALVES 1;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788004;UBS JOSE MARCILIO MALTA CARDOSO;CENTRO DE SAUDE/UNIDADE BASICA;360392;ESF 1 LARANJA MALTA CARDOSO;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;28;15;16;8;17;13;13;6;3;4;20;1315;28;46,96
2787199;UBS JARDIM ARACATI;CENTRO DE SAUDE/UNIDADE BASICA;2132400;J ARACATI 5;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;30;12;15;13;23;19;23;9;8;7;13;1578;31;50,9
2786826;UBS BUTANTA;CENTRO DE SAUDE/UNIDADE BASICA;2269880;EAP 2 AZUL UBS BUTANTA;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788616;UBS SANTA LUCIA;CENTRO DE SAUDE/UNIDADE BASICA;362565;STA LUCIA 1;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;35;16;17;14;25;17;26;4;11;6;31;1853;37;50,08
2786826;UBS BUTANTA;CENTRO DE SAUDE/UNIDADE BASICA;2269872;EAP 1 BRANCA UBS BUTANTA;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2789175;AMA UBS VILA PIAUI;CENTRO DE SAUDE/UNIDADE BASICA;363898;ESF 1 VERMELHA VL PIAUI;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;12;4;8;5;8;7;6;0;2;1;10;579;16;36,19
2788004;UBS JOSE MARCILIO MALTA CARDOSO;CENTRO DE SAUDE/UNIDADE BASICA;360384;ESF 3 AZUL MALTA CARDOSO;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;25;13;16;8;18;14;8;1;2;2;20;1168;27;43,26
2788268;UBS PARQUE ARARIBA;CENTRO DE SAUDE/UNIDADE BASICA;361232;ARARIBA - PRETO;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Agosto;Gestantes e puérperas;7;0;0;0;3;3;0;0;1;0;7;196;9;21,78
7357761;UBS JARDIM NOVO PANTANAL OTACILIO MADEIRA;CENTRO DE SAUDE/UNIDADE BASICA;1524143;NOVO PANTANAL 04;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;29;13;13;11;8;15;7;1;4;3;5;1010;34;29,71
4050053;UBS CHACARA SANTANA;CENTRO DE SAUDE/UNIDADE BASICA;366927;CHACARA SANTANA 2;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;17;15;15;13;16;13;4;2;2;2;9;989;21;47,1
3002543;UBS JARDIM PARANAPANEMA;CENTRO DE SAUDE/UNIDADE BASICA;364746;J PARANAPANEMA 5;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;32;15;18;7;24;24;15;5;6;4;32;1670;35;47,71
2787202;UBS JARDIM AURORA;CENTRO DE SAUDE/UNIDADE BASICA;2261944;BRANCO;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788616;UBS SANTA LUCIA;CENTRO DE SAUDE/UNIDADE BASICA;362581;STA LUCIA 6;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;26;8;10;7;15;11;20;6;3;2;21;1187;27;43,96
2057891;UBS PARQUE SAO LUCAS;CENTRO DE SAUDE/UNIDADE BASICA;354953;4282 - EQUIPE 2;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;14;5;7;5;11;5;7;4;5;1;13;707;15;47,13
2766000;UBS MAR PAULISTA;CENTRO DE SAUDE/UNIDADE BASICA;355801;MAR PAULISTA 2;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;8;3;4;3;7;7;5;3;0;1;7;440;12;36,67
2789116;AMA UBS VILA NOVA JAGUARE;CENTRO DE SAUDE/UNIDADE BASICA;2269422;EAP 1 BRANCO VL N JAGUARE;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7357761;UBS JARDIM NOVO PANTANAL OTACILIO MADEIRA;CENTRO DE SAUDE/UNIDADE BASICA;1524178;NOVO PANTANAL 06;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;20;11;11;7;12;10;3;1;2;3;1;749;23;32,57
2789116;AMA UBS VILA NOVA JAGUARE;CENTRO DE SAUDE/UNIDADE BASICA;2269430;EAP 2 ROSA VL N JAGUARE;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002543;UBS JARDIM PARANAPANEMA;CENTRO DE SAUDE/UNIDADE BASICA;364754;J PARANAPANEMA 4;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;37;25;27;21;34;24;19;16;16;3;36;2359;38;62,08
2787253;AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F;CENTRO DE SAUDE/UNIDADE BASICA;358088;JD CASTRO ALVES I;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;30;13;14;7;15;18;7;8;10;6;22;1380;35;39,43
2788268;UBS PARQUE ARARIBA;CENTRO DE SAUDE/UNIDADE BASICA;361240;ARARIBA - ROSA;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Agosto;Gestantes e puérperas;4;2;1;1;1;3;0;0;1;0;3;148;4;37
2788969;UBS VILA GUILHERMINA DR AMERICO RASPA NETO;CENTRO DE SAUDE/UNIDADE BASICA;363421;4091 - ORQUIDEA I;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;1;0;0;0;0;0;1;0;0;0;1;28;1;28
2788616;UBS SANTA LUCIA;CENTRO DE SAUDE/UNIDADE BASICA;362573;STA LUCIA 3;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;31;15;15;13;19;11;25;7;7;6;22;1570;32;49,06
9186492;UBS JARDIM COLOMBO;CENTRO DE SAUDE/UNIDADE BASICA;1664107;ESF 2 VERMELHA JD COLOMBO;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;24;16;18;15;20;13;21;1;6;5;17;1428;26;54,92
4050053;UBS CHACARA SANTANA;CENTRO DE SAUDE/UNIDADE BASICA;366935;CHACARA SANTANA 3;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;15;4;6;5;8;5;5;0;2;2;4;519;15;34,6
9186492;UBS JARDIM COLOMBO;CENTRO DE SAUDE/UNIDADE BASICA;1664123;ESF 4 LILAS JD COLOMBO;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;19;15;16;9;15;7;15;5;8;5;9;1126;23;48,96
3002926;UBS PREFEITO CELSO AUGUSTO DANIEL;CENTRO DE SAUDE/UNIDADE BASICA;364770;EQUIPE 6 / CELSO DANIEL;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;26;15;17;19;28;19;18;18;15;9;35;1997;45;44,38
2062658;UBS JARDIM MAIA;CENTRO DE SAUDE/UNIDADE BASICA;354961;LILAS;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;14;3;10;11;7;7;7;2;4;3;14;752;21;35,81
7302541;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;CENTRO DE SAUDE/UNIDADE BASICA;2269414;EAP 4 AMARELO JD EDITE;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2027275;UBS VILA ALBERTINA DR OSVALDO MARCAL;CENTRO DE SAUDE/UNIDADE BASICA;2266385;EAPALBERTINA01;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787520;AMA UBS JARDIM JOAMAR;CENTRO DE SAUDE/UNIDADE BASICA;2267233;EAPJOAMAR03;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;6;2;3;0;0;4;2;0;1;0;3;303;6;50,5
2788519;UBS SACOMA EDMUNDO SUSSUMU FUJITA;CENTRO DE SAUDE/UNIDADE BASICA;1492578;4456 - EQUIPE ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;55;23;25;20;40;28;36;2;19;10;27;2620;59;44,41
3323331;UBS JARDIM DAS PEDRAS;CENTRO DE SAUDE/UNIDADE BASICA;2267241;EAPPEDRAS01;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4050053;UBS CHACARA SANTANA;CENTRO DE SAUDE/UNIDADE BASICA;366943;CHACARA SANTANA 5;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;15;11;12;11;13;9;5;1;7;4;9;888;18;49,33
2027690;UBS DONA MARIQUINHA SCIASCIA;CENTRO DE SAUDE/UNIDADE BASICA;2266393;EAPMARIQUINHA01;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2046997;UBS VILA STA CATARINA;CENTRO DE SAUDE/UNIDADE BASICA;1615823;4307 EQUIPE 7 - VERMELHA;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;22;15;16;7;14;10;16;2;2;0;20;1138;23;49,48
3651770;UBS JARDIM ROSINHA;CENTRO DE SAUDE/UNIDADE BASICA;365610;ROSINHA - ARCO IRIS;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;30;20;20;15;25;16;14;6;12;5;19;1668;38;43,89
2786826;UBS BUTANTA;CENTRO DE SAUDE/UNIDADE BASICA;2269899;EAP 3 VERMELHA UBS BUTANTA;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787253;AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F;CENTRO DE SAUDE/UNIDADE BASICA;2265060;EAP - CASTRO ALVES 4;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2047004;UBS JARDIM SAO SAVERIO AURELIO MELLONE;CENTRO DE SAUDE/UNIDADE BASICA;2294834;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;1;0;1;0;0;1;1;0;0;0;1;64;1;64
9186492;UBS JARDIM COLOMBO;CENTRO DE SAUDE/UNIDADE BASICA;1664115;ESF 3 AMARELA JD COLOMBO;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;12;7;8;6;5;6;10;4;1;1;2;570;13;43,85
4493516;UBS PARQUE SANTO ANTONIO II;CENTRO DE SAUDE/UNIDADE BASICA;362107;UBS PQ S ANTONIO II 4;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;20;9;13;6;15;11;8;0;4;4;7;893;28;31,89
2788284;AMA UBS PARQUE BRISTOL;CENTRO DE SAUDE/UNIDADE BASICA;361259;4393 - 03;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;30;13;15;8;14;14;30;6;6;2;20;1452;34;42,71
2787202;UBS JARDIM AURORA;CENTRO DE SAUDE/UNIDADE BASICA;2261936;AZUL;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;2;1;1;1;0;1;2;0;0;0;1;155;4;38,75
2787253;AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F;CENTRO DE SAUDE/UNIDADE BASICA;358096;JD CASTRO ALVES III;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;34;12;16;4;18;20;11;3;10;4;30;1492;39;38,26
6269567;UBS ATUALPA GIRAO RABELO;CENTRO DE SAUDE/UNIDADE BASICA;2444283;EQUIPE 6;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;8;3;6;6;6;6;6;2;1;1;6;467;11;42,45
2766000;UBS MAR PAULISTA;CENTRO DE SAUDE/UNIDADE BASICA;355828;MAR PAULISTA 1;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;12;4;3;6;7;5;5;0;1;1;7;471;12;39,25
2787377;UBS JARDIM ETELVINA;CENTRO DE SAUDE/UNIDADE BASICA;2261960;AZUL;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3323331;UBS JARDIM DAS PEDRAS;CENTRO DE SAUDE/UNIDADE BASICA;2267268;EAPPEDRAS02;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9059369;UBS JARDIM ORION GUANHEMBU;CENTRO DE SAUDE/UNIDADE BASICA;1610597;ORION IV;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;25;9;11;8;18;15;5;4;6;4;20;1150;25;46
4049934;UBS JARDIM HELENA;CENTRO DE SAUDE/UNIDADE BASICA;2281570;AMARELO;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;10;6;24;25;1;14;5;1;8;0;20;1531;28;54,68
2789302;UBS VELEIROS;CENTRO DE SAUDE/UNIDADE BASICA;2265087;EAP - VELEIROS 1;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;3;1;1;1;0;1;1;0;0;0;2;165;4;41,25
9059369;UBS JARDIM ORION GUANHEMBU;CENTRO DE SAUDE/UNIDADE BASICA;1610589;ORION III;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;27;12;14;9;17;21;9;9;7;7;30;1485;35;42,43
2788284;AMA UBS PARQUE BRISTOL;CENTRO DE SAUDE/UNIDADE BASICA;361267;4391 - 01;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;25;14;13;8;12;12;15;3;6;3;15;1159;27;42,93
2788519;UBS SACOMA EDMUNDO SUSSUMU FUJITA;CENTRO DE SAUDE/UNIDADE BASICA;1492543;4454 - EQUIPE VERMELHA;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;77;43;48;35;69;40;47;3;26;16;48;4145;88;47,1
2788748;UBS VILA ARRIETE DECIO PACHECO PEDROSO;CENTRO DE SAUDE/UNIDADE BASICA;2265095;EAP - UBS VILA ARRIETE 1;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788454;AMA UBS PARQUE SANTO ANTONIO;CENTRO DE SAUDE/UNIDADE BASICA;362115;PQ STO ANTONIO 5;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;20;10;12;10;19;10;11;5;5;2;10;1046;25;41,84
9343148;UBS SEM TERRA;CENTRO DE SAUDE/UNIDADE BASICA;1676121;EQ. 2 LILAS;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;30;12;16;8;24;15;12;6;2;4;22;1389;33;42,09
4050053;UBS CHACARA SANTANA;CENTRO DE SAUDE/UNIDADE BASICA;366951;CHACARA SANTANA 4;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;16;11;12;11;14;7;7;0;9;5;8;916;17;53,88
4049853;UBS PARQUE SAO RAFAEL DRA ORA ROSEN;CENTRO DE SAUDE/UNIDADE BASICA;2262819;PRETO;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;3;1;0;0;0;1;1;0;0;0;0;111;3;37
2786710;UBS DONA ADELAIDE LOPES;CENTRO DE SAUDE/UNIDADE BASICA;2354519;EAP 05 UBS ADELAIDE LOPES;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;1;0;0;1;0;0;0;0;0;36;1;36
2788969;UBS VILA GUILHERMINA DR AMERICO RASPA NETO;CENTRO DE SAUDE/UNIDADE BASICA;363448;4092 - ORQUIDEA II;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3651770;UBS JARDIM ROSINHA;CENTRO DE SAUDE/UNIDADE BASICA;365629;ROSINHA - FLOR DE LIS;eSF;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;38;17;20;14;26;16;20;12;9;5;21;1820;44;41,36
4049853;UBS PARQUE SAO RAFAEL DRA ORA ROSEN;CENTRO DE SAUDE/UNIDADE BASICA;2262800;BRANCO;eAP;SÃO PAULO;Capital;Outros;Outra;Agosto;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
